575.00, 202.34, 15
582.00, 203.53, 15
3970.25, 204.78, 15
612.50, 208.53, 15
623.25, 209.72, 15
632.00, 210.86, 15
640.25, 212.14, 15
2127.50, 21.56, 15
1435.75, 290.08, 31
795.25, 224.45, 15
817.25, 225.67, 15
840.25, 226.88, 15
867.50, 228.03, 15
898.50, 229.34, 15
927.50, 230.56, 15
960.50, 231.77, 15
993.75, 232.98, 15
1038.50, 234.22, 15
1081.75, 235.45, 15
1128.00, 236.61, 15
1183.50, 237.81, 15
1244.25, 239.00, 15
1319.25, 240.28, 15
606.25, 241.44, 15
1554.25, 243.86, 15
2508.50, 97.84, 7
4314.75, 254.77, 15
9807.50, 258.62, 15
3976.50, 268.75, 15
3473.75, 124.55, 10
0.00, 287.27, 0
5448.50, 147.80, 0
0.00, 299.22, 0
0.00, 301.75, 0
5142.25, 295.30, 15
1088.50, 305.56, 0
10063.75, 4.77, 0
0.00, 317.02, 0
11328.50, 0.83, 0
10429.25, 4.64, 0
8835.50, 324.50, 12
8115.25, 333.44, 11
10315.50, 248.39, 8
7894.75, 339.80, 13
1612.50, 245.61, 13
7841.50, 348.72, 11
93.25, 4.55, 11
7823.75, 357.66, 13
206.50, 247.47, 11
5632.75, 147.41, 0
11471.50, 174.81, 14
10319.50, 151.67, 2
4517.25, 24.53, 15
4381.50, 25.81, 15
4238.00, 27.11, 15
13647.50, 128.84, 3
3859.50, 32.22, 15
3869.50, 33.50, 15
3892.50, 34.80, 15
3912.75, 36.08, 15
4070.50, 37.34, 15
0.00, 46.25, 0
3737.25, 39.94, 15
3575.75, 41.22, 15
3473.25, 42.50, 15
3539.75, 45.05, 15
3571.00, 46.31, 15
0.00, 55.19, 0
0.00, 56.47, 0
12751.50, 49.92, 9
2682.50, 54.11, 10
3978.50, 59.27, 15
9039.50, 79.11, 7
2526.25, 64.39, 15
2497.25, 66.92, 15
2224.25, 124.23, 15
2452.50, 70.80, 15
10959.50, 76.05, 15
3791.50, 75.67, 9
2002.75, 88.41, 14
1838.00, 83.69, 15
1864.25, 89.50, 15
1857.75, 90.09, 15
1887.50, 92.62, 15
12747.75, 303.86, 15
3291.75, 124.22, 52
1689.25, 104.17, 15
1592.50, 105.48, 15
1453.50, 106.88, 15
1384.25, 108.17, 15
1321.50, 109.48, 15
1103.50, 110.83, 15
3972.25, 276.44, 4
4020.50, 118.78, 15
837.50, 127.92, 15
803.25, 130.61, 15
9807.50, 134.53, 15
7247.50, 17.67, 15
539.00, 149.42, 15
14927.50, 17.39, 15
494.50, 167.48, 15
493.25, 168.69, 15
491.75, 170.12, 15
4011.50, 171.47, 15
10063.50, 15.33, 21
3969.75, 124.05, 42
495.50, 182.97, 15
499.50, 184.00, 15
6057.75, 124.83, 15
511.75, 190.48, 15
515.25, 191.58, 15
519.00, 193.12, 15
525.00, 194.33, 15
531.00, 195.44, 15
536.25, 196.69, 15
3970.00, 198.00, 15
6573.25, 124.06, 15
3970.25, 352.06, 25
717.00, 220.30, 15
3279.50, 224.02, 15
7518.25, 124.11, 5
12317.50, 366.19, 15
1485.00, 242.22, 15
3991.25, 244.67, 15
2142.00, 249.58, 15
2832.75, 250.66, 12
8098.75, 251.88, 11
3909.75, 258.19, 15
3875.25, 259.45, 15
3768.00, 260.77, 15
3770.75, 262.03, 15
3780.25, 263.31, 15
4439.50, 264.56, 15
4003.25, 267.08, 15
9058.00, 116.55, 8
0.00, 283.56, 0
35.75, 277.16, 13
